text,label
  yun to jerry lewis ny apni taweel career ke doran kar awards hasil kiye lekin yai baat hairan kon hai ke aalamgir shohrat oh maqboliyat ke bawajood wo oscar award hasil karni main nakam rahe ,negative
  kaml ka han yeb ,positive
  ab to chota bacha bhi jan jayega ky pyar hai ky nahi ajaiya to phir :d ,positive
  hamara chutia prime minister ,negative
  kon kon ro para ,neutral
  bara relief ,positive
  yar bohat ala hai har chez fit hai bss low light me pictures achi nhe leta baqi brands se bohat acha hai kon kar isny andriod py or shayad ku bhe aye androidp tou paka aye ga fast bhe hai multitasking ke liye best hai ,positive
  asi serial jindegi bhar ead rehega        ,neutral
  is poetry liye mare pas koe sabda nahi ,neutral
  yai mil gye wo mr gai ,negative
  song bhut vadiya hai ,neutral
  lanat esy pti supporters par bhi jo aqal ky andhy hain sirf jo imran khan dikha ra han wo daikh re hain ,negative
  video to achi hai ,positive
  love you fawad ranaa: ) : ) : ) : ) : ) : ) : ) ,neutral
  qatil taqreer main to is ka izhar nahi kiya lekin ashaar main kafi hadf e malamat banaya ,positive
  qatil  may  ko muqabalon ke maizban sheharon ka elan karti howae unhon ny waze kya ke yai wo shehar hain jin ke zarye pore mulk main football ke tamashai muqabalon se mehzoz ho sakein ge ,positive
  bilkul berra garhk uska ðÿ ,negative
  masha allah govt in edaron ko montlhy py karna chahye ta ky aisay kai bachy taleem hasil kar saky ,positive
  jahil awam panjab ki ,negative
  anda khatay huay agar galay main phans jaye or banda mar jaye phir flop hou gaya na andaa         ,negative
  pakistani main finally using their testosterone ,positive
  is larki na  lakh mangy the program band karnay ky unhi na nh diy to y program chalaya gaya hai ,negative
  allah maghfirat farmaye aameen ,positive
  or chutiyagiri me bhi ,neutral
  phone tou no doubt bohat smart hai looks main bhee pyara or qemat main bhee bohat zyada nahi hai tou ek achi choice hai kharedari ki is ka camera price ky hisaab se bohat acha hai light main ya dark main picture quality bohat achee aatee hai or battery bhee lagbag ek din pora nikala lete hai system ka istaimal bhee mezay ka hai android us chalna main koe masla nahi karta lekin  gb raam honay ki waja se kabhi kabar mushkilat paish aaty hain jaisay main social media bohat usi karta hoon tou sary caches raam pe bhari parh jatay hain or raam perform nahi kartee phone lag hona shuruh krdetee hai kabhi contacts main scroll kartay waqat phone hang hojata hai or number dial krne ky  seconds bad pata chalta hai ky call lag gayee hai ya nai jab ky phone bohat lag karta hai lekin lagging ky elawa budget mien yai phone bohat acha hai nbas main yehee recommend karonga ky isky nay model main raam ki behtari karein gb ab kon usi karta hai  :p ,positive
  chirrrrr ky rakh diya ,positive
  chal chal shemada pagal kahe ka jalta ho pakistan se tum main sab india walo ko ku saath main bhala bura kaho tumhe akela ko kaho na or tujh main itna manner nahi hai koe sanskar nahi hai ki tum sare pakistan ka bari main bol rahe ho sharam nahi aate bakwas karta howacheapster ,neutral
  kya bakwas hai yeh protect the children of pakistan ,negative
  mashallah tabarakallah hazrat ji allahapko jazay khair dy ameen ,positive
  pakistan main ,neutral
  ghaliti uncle auntie kibhugaat me raha hnlolx : p ,neutral
  bds ny bomb ko nakara bana deya qatil ,positive
  allah pak mazeed kamyaban ata farmaye   ,positive
  allah apko janatul firdosh me aala makam ata frmaye ,positive
  koe mar do bahut ehsaan rahega yar ,positive
  ustad ji ki awaz ka koe taarif nahi        ,neutral
  kabhi kabhi in mahfilon ki bhi zaroorat padti hai doston ,neutral
  is daram main alli bhut payar han ,positive
  arshad warsi wala scene konsi film ka hai ,neutral
  yai old hai jab  saal pehly nikalnay ki bat hooi thee us waqat ka bayan hai ab to nay sary sy supreme court ky through nikalnay ki tayaria ho rahe hain ure pppp ki taraf sy koe bayan nahi ayashaid moqmuqa ho gia hai ,negative
  mashallah bhot khoob sir ,positive
  allah talla afia ki hifazat kre ,positive
  namzz prhy beghr koe kesy allah vala ho sakta or larki ki muhabat main koe itna pagal ni hota fazol ,neutral
  yai tum ny or tumharay handler me kya ,negative
  in ki gand marooo bas       ,negative
  crime minister ,positive
  qatil ise doran bharti sipahi un par baal pari ,negative
  lanat beshumar ho is par ,negative
  lanta pmln ppp pdm tlp mqm bap jui latna          ,negative
  bengal walay itny batmeej hotay  ohho bengal walo sy bachoo      ,positive
  rida university girl nahi lagte bari lagte hey us par suit nahi kar raha yai character ,neutral
  ap achi lag rho is mekup me roj kya karo ,positive
  football world cup  brazil main munaqid ho raha hai or brazil bilashubah football se diwangi ki had tak muhabat karni walo ka mulk hai ,positive
  allah ny afreede ko izzat dy he kisy ke kuch aolat polat kahni se kaam nahee hogyinsha allah ,positive
  jab sary ky sary bandy dusri parties ky ikthy karo gy to unu ny to elections sy pyhly dubara idhar udhar bhagna e han na      ,neutral
  ma sha allah bohot pyari mehfil the main b tha is mehfil me ,positive
  baqi sab to theak hai lkn yai sun ky k banda pmln ka hai sara satyanas oh gaya iske ma ki dua kabool hui oti tou kamaz kaam yai choru ky saath na ota aaj ,negative
  asi khuwatin or mard jo ghar bethy dollars me kamana chahty hai qatil wo mjhse rabita kren qatil ek din ka  se  tk qatil real and authentic platform ,neutral
  sir peace ki awaz or struggle islamabad sa pore dunia sunte han butaptak nahi phounchti its really sad moment for me ,neutral
  fariha drama ki copy he par best he bohot ,positive
  kaam se kaam aata sikh to jani diya kro ,positive
  qatil lakin one unit bana or phir khan abdul ghaffar khan or doctor khan sahab ke rastay juda hogayi ,negative
  hahah meri koe czn ni meri jitni  saal bad ho ni sakti ku ka abhi university ma b ni gaya ,positive
  may fan bngayaa hun apkaaa :) ,positive
  aye mashallah ,positive
  lahore qalandars love you ,positive
  mashallah pound rate £ hogeya phudowoo ,positive
  yai song dil ke chhu liya ,positive
  yai k kon hain kahan se aate hain ,neutral
  urdu zaban ke is azeem khidmatgar musanif or muhaqiq ny  august  ke roz karachi main wafaat pae ,negative
  nahi kya karlega in jankariyo jutake ,neutral
  bohot acha product hai face wash krne me acha hai bohot ,positive
  tum per lanat ho ,negative
  robi shield inter school tournament main bari kati ke muqable hoti ,positive
  chaa gaya bhai ,positive
  mashallah allah pak salamat rakha ameen ,positive
  sukr alhamdhulilah ,positive
  allah ny apko is makam pe phncha ky aazmaish me dala insha allah ab is se b acha or bahtreen hoga apki lie bahen ,positive
  insallah zaroor or jald apnay watan me wapas aai ji ,positive
  bkvas kerti hai imran khan ,negative
  imran amp reham khan is saal hajj par jayngy qatil ,positive
  qatil pir pagara ke rohani silsile ke pehli buzurg hazrat ali makki lakki th century hijri main abbasi khalifa ke dor qatil main muballigheen ke saath sindh tashreef lae ,positive
  un ka khayal tha ke main bila waja musibatein uthaon gi qatil ,negative
  lanut hi in logo per ,negative
  allha pak ap ko or apki batey ko kush rakhay amen salamat rahe ,positive
  hello mam maine sanitary inspector se iti kya hai iske liye vacancy kab ati hai qatil kaise pata kre ,neutral
  kithny baar sonathobi maan ny bharega ,neutral
  konsa rule of law   there is no democracy in or country right now ,neutral
  anaya ka attitude buhut hai har eyes is so beautiful ,positive
  yar aikaz ,neutral
  jiska milna muqaddar main nehi unse mohabbat kamal ki hoti hai          ,positive
  himat khabi nahi harni chayai or manu tuapko pata hai ka jan hai hamari ,positive
  bahot khoob ,positive
  chor munafiq ,negative
  jis tarah khuda kise se mohabbat bina puchhe ho jate hai usi tara us mohabbat ko hasil karni me koe sart na rakha kar  qatil teri is sart ko pora karni me na jani kitni dil toot jate hai  jeene ki dua mangne wale jeena bhul jate hai  kyun ki mohabbat ke bina jeena bhi ek maut se kaam nahi hai           ,neutral
  bakvaas yojana ,neutral
  allhumdillah done laser surgery from turkey      allahumdillah ,neutral
  hahahah :p naam letaa to zyada ddoubt hootaa magar yh bolkr direct attack kardeya isny :p ,negative
  ab dubai sy b jahil qatil hi ayen gy ,negative
  bohtt he aala ,positive
  jab koya tha tab video nahi aya ab aa raha hai ,neutral
  qatil is notice main  main stock market corruption qatil karni ke zimadar brockers ke khilaf karrawai na karni ka zimadar bhi wazeer e azam ko thahraya gaya ,negative
  is jore ki maqboliyat ka andaza is baat se bhi lagaya ja sakta hai ke ek comic book adventures of den martin and jerry lewis shaey ki gai ,positive
  hayyyeee allah meh bhi yahi sochhrhi the ,positive
   main lahore art counsel ke member bane ,positive
  buhat acha han drama ,positive
  bharti cricket board ka ek baar phir pak bharat series se inkar qatil ,negative
  ap na awam ko mayousi keya i ky ,negative
  harami ko sarae aam phansi do ,negative
  go gaddar go ,negative
  oh bibi tera bhai be to nokar hi hai awam wo konsa turam kha hai   ,negative
  starting feriha drama ki hai ,neutral
  yar yai kitna begharat admi han awam mar rahe han or yai ayashio me han ,positive
  paya hai tujh ko jab se ,neutral
  chor chor hota han har jega dandimarta han ,negative
  mujhe accha laga song ,positive
  jahil gawar ,negative
  comment padne ayaa hai to like karo please ,neutral
  ibtadae dor qatil main spielberg ny apni walid ki jange kahaniyan se mutassir ho kar dosri aalamgir jang ke hawali se bhi kae films banai ,positive
  hahahahah bhot taiz hai aunty ,negative
  bheegi palko me aqshk tera rehta hai ankhse chalak jaye pyar tera rehta hai this line is very heart touching ,neutral
  qatil sabit qadam rahna ,positive
  hyyyy bilal qureshi ki hansi qatilana hai  ,positive
  qatil ghulam muhammed bhurgri ke bad sindh ke saisi ufaq par jo sitara tuloo hua wo hajji sir abdullah haroon hain ,positive
  dil karta hai qatil sunte raah qatil jao ,neutral
  yah music sunkar hamko hamara main badal jate hai qatil bahut atcha song hay ,neutral
  awam ko pagal na banayai gando    imran khan is the great leader ,negative
  imran khan galat logo se dosti nahi karta warana ab tat ,negative
   main wo scout boy ban gai or us doran  minute ki mm qatil the last gun fight bana kar photography merit badge hasil kya ,positive
  yar mera bhi payar nahi mila hamko qatil ,negative
  hello noor apko darpaish pareshani ky liye mazarat chahty hain baraye meherbaani apna order code hamain dm kijeay ta ky apka issue check karwaya ja sakay ,positive
  tumhara mulk he choron ka hai ,negative
  lanati society ,negative
  qatil je asal da hai tan sida takar aa ky ,neutral
  lakh ny laneth ,negative
  career : bushra ansari sirf  saal ki umar main he ptv ke children music show kalbon ki mala ki regular performer ban gai thin ,positive
  saala qatil pyaar ek dokha    ,negative
  ya pagl ho ji han kya ,neutral
  ku ky pese hamari hai us chor ky ni ,positive
  myn ise umeed par yai video sheir kar raha hon ky ab iss elecation main elecation cammistion nots lay kar apnay qanone ikhteyar ko istmal kry ga or elecation ka aml shfaf ho jay ga insha allah  ,positive
  in press conference aa journalist asked aa question about video scandal she ignores to give answer about video scandal ,negative
  ap bemisal hain ,positive
  jab logo ky gharon main chaapay naaren gay to yehi ho ga ,negative
  khabees ka bacha ,negative
  lekin bushra ko sab se zayada shohrat anwar maqsood ke show shosha se mili ,positive
  masha allah zbrdst achievement pti zindah bad ,positive
  allah pak hmesha salamat rakhy ameen ,positive
  ya allah madad farmaameeeen ya rab ul aalaa meen ,positive
  r aa na d i qatil r aa na d i lanat qatil lanat lanat lanat ,negative
  bt jab yai song sunta huu rone lagta huu      ,neutral
  bro mp walo kis bhi ho jayega kya ,neutral
  kyun ke wo acting ke saath fun e raqs main bhi apna jawab nahi rakhte ,positive
  barhatey  rs ho or kaam kisto me kar ky ehsan kar rahey ho ,positive
  bohot acha genertator hai dekhny my bohot khobsorat lagta hai price bi bohot munasib hai saath battrey bi hai lekin awaz aam baqi generator ki tarah hai normal ,positive
  kya gana hai yar i love india ,positive
  main ghar me sabsy chhota ni tha main ghar me sabsy khuskismt tha mare hisse me ma ae ,neutral
  he received honorable award from the government of pakistan and life time achievement award from the queen of england ,positive
  lanat han tum par ,negative
  double minded ppl to daikhain theydouble mouch abba pehli dafa dekha  qatil ,negative
  web series kaise hai    ,neutral
  imran khan ki shadio pe toaplogon ko koe takleef na hui khair yai to nafsiyati msla hai qatil ,negative
  qatil zakhmi hawaldar lalak jan shaheed ny is mission ke leye apni khidmat paish kar dein ,positive
  ala apko bohot izzat dye  ,positive
  kamal kar diyaapne bhut acha gaya ,positive
  unhi is baat ka shadeed ahsas rehta tha ke ï¿½eeeâ¬ï¿½eee gesoey urdu abhi mannat pazeer e shana hai ,positive
  patwari lanat tum sab par rab ki ,negative
  begarto ka tabbar ,neutral
  cha gye tusi cool ji ,neutral
  lanti pdm dogs ,negative
  kamal hai rahat paji          ,positive
  mashallah jazakallah ,positive
  kitni dard li aai hai    this line is very heart touching    ,positive
  in ki mehfilon main ataullah niazi ki gaeyki ke liye koe gunjaish nahi the ,negative
  proud moment for pakistan na ky unke behooda bajii se harkt se huwa hai beshrm larki ,neutral
  bakwas band karo begerto ,negative
  bc corrupt leader ka corrupt banda ,negative
  bhaiapyaad agae video dkh ky ,negative
  kaisay beghairat hai yai media walay apni coverage ky lye uska tertaa daikh rahay hai or khud khushki par reh qatil ky interview kar rahay hai agar wo waqi bachoo ki kafalat ky lye saman lainay ja raha hai to yai kuttay khud se ku ni facilitate kardety takay usy intne mushkil se na guzarna pry ,negative
  mera lana hai yah ,neutral
  allah pak inhain hidayat dy ,positive
  wah intne juldi apni ouqat dikha di roy ,positive
  wah kya purani poche jese fashion kapra pehene hai gareebhamare ghar ky so saal purana carpet hi achi hai ise to ,positive
  hum maain hum behnain hum baitiyaan qaumoon ki izzat hum sy hay ainda nahi kahain gikay kamino aurtoon ki izzat jailoon main tar tar karrahay ho kash yai asim munir nadeem anjum faisal naseer ya inhe ky kise saathi ki baiti hoti ,positive
  lanat tumhari saklo py ,negative
  patras bokhari sahi maeyno main ek hama geer shksiyat the ,positive
  website kab theak hogi yaaraik din chalti hai to kuch dars aglay din wo dars gaib dosray hazir ,negative
  maan gye guru ji ,neutral
  awam ko chutiya banaty rehtey mushkil se  maan gosht ho ga or paghl banaty hain hum isey dodh pilatey ya kartey wo kartey bewaqoof samjha wa ha ,negative
  hum chor hi sahi  ap khush hojao ,negative
  aurapjankari bhi bahut acchi deti ho khushbu ji ,positive
  lakh di lanat hai iss py jo in kanjaroun ky interview kar rahay hain lanti musalman ho ky aysay kaam kartay hain phir in kanjaroun ky interview hottay hain allah ky azzab sy darro muslamanoun bholl gayay ho ky lout ki qoum ky saath kya huwa tha nahin patta to hazrat lout ki qoum ki book ya google py history check karaein ,negative
